鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地使用分區,土地移轉總面積_坪,交易筆棟數_土地數量,交易筆棟數_建物數量,交易年,交易月,交易日,建成年,建成月,建成日,屋齡_年,建物型態,建物移轉總面積_坪,建物單坪價格_萬元,建物現況格局.隔間,有無管理組織,總價元,有無車位,車位總價元,緯度,經度
左營區,房地(土地+建物)+車位,高雄市左營區自由二路91~120號,住,6.4,1,1,108,10,17,83,6,1,25,住宅大樓(11層含以上有電梯),56.8,15.8,y,n,9000000,y,0,22.668641,120.309805
橋頭區,房地(土地+建物)+車位,高雄市橋頭區經武路1111~1140號,住,3.3,1,1,108,11,8,108,3,22,1,住宅大樓(11層含以上有電梯),25.6,18.2,y,y,4650000,y,0,22.743026,120.317034
橋頭區,房地(土地+建物)+車位,高雄市橋頭區經武路1111~1140號,住,3.3,1,1,108,11,8,108,3,22,1,住宅大樓(11層含以上有電梯),25.6,17.9,y,y,4590000,y,0,22.743026,120.317034
鳳山區,房地(土地+建物)+車位,高雄市鳳山區文殿街61~90號,住,6,1,1,108,11,2,100,9,12,8,住宅大樓(11層含以上有電梯),41.9,18.9,y,y,7900000,y,0,22.638894,120.354696
大寮區,房地(土地+建物)+車位,高雄市大寮區進學路129巷1~30號,住,6.5,3,1,108,11,9,81,8,18,27,華廈(10層含以下有電梯),33.4,9.9,y,y,3300000,y,0,22.604016,120.394388
鳥松區,房地(土地+建物)+車位,高雄市鳥松區忠義路271~300號,住,8,1,1,108,10,5,105,11,7,3,住宅大樓(11層含以上有電梯),46.4,17.8,y,y,8250000,y,0,22.65993255,120.3643877
鳳山區,房地(土地+建物)+車位,高雄市鳳山區大同街1~30號,住,6.8,1,1,108,10,13,84,10,9,24,住宅大樓(11層含以上有電梯),48.1,15.4,y,y,7400000,y,0,22.629805,120.358028
鳳山區,房地(土地+建物)+車位,高雄市鳳山區八德路361~390號,商,4.7,1,1,108,10,16,101,9,1,7,住宅大樓(11層含以上有電梯),52,18.2,y,y,9480000,y,0,22.641407,120.354658
左營區,房地(土地+建物)+車位,高雄市左營區大順一路91~120號,工,3.2,1,1,108,11,4,84,5,2,24,辦公商業大樓,35.4,14.1,y,y,5000000,y,0,22.65692,120.306661
左營區,房地(土地+建物)+車位,高雄市左營區重立路511~540號,住,4.4,1,1,108,10,22,106,10,31,2,住宅大樓(11層含以上有電梯),39.8,22.7,y,y,9030000,y,0,22.675038,120.314172
左營區,房地(土地+建物)+車位,高雄市左營區榮德街1~30號,住,2.6,1,1,108,10,20,100,12,2,8,住宅大樓(11層含以上有電梯),32.3,17.6,y,y,5680000,y,1200000,22.681933,120.320293
楠梓區,房地(土地+建物)+車位,高雄市楠梓區興西路121~150號,商,4.4,1,1,108,11,5,107,1,5,2,住宅大樓(11層含以上有電梯),51.5,16.3,y,y,8370000,y,0,22.730305,120.333817
左營區,房地(土地+建物)+車位,高雄市左營區新莊一路121~150號,住,3.9,1,1,108,10,27,83,8,11,25,住宅大樓(11層含以上有電梯),50.1,14.4,y,y,7200000,y,0,22.673217,120.297447
左營區,房地(土地+建物)+車位,高雄市左營區文直路31~60號,住,4.4,1,1,108,10,20,107,10,15,1,住宅大樓(11層含以上有電梯),33.2,26.4,y,y,8750000,y,0,22.672799,120.300569
左營區,房地(土地+建物)+車位,高雄市左營區文直路1~30號,住,4.3,1,1,108,10,8,107,10,15,1,住宅大樓(11層含以上有電梯),31.9,23,y,y,7350000,y,0,22.672799,120.300569
左營區,房地(土地+建物)+車位,高雄市左營區孟子路361~390號,商,2.9,1,1,108,10,25,84,4,28,24,住宅大樓(11層含以上有電梯),45.8,15.9,y,y,7300000,y,0,22.67641,120.306366
楠梓區,房地(土地+建物)+車位,高雄市楠梓區朝明路116巷61~90號,住,3.4,1,1,108,10,22,106,1,23,3,住宅大樓(11層含以上有電梯),33.8,12.9,y,y,4360000,y,0,22.724114,120.329576
左營區,房地(土地+建物)+車位,高雄市左營區修明街61~90號,住,6.8,1,1,108,10,23,83,5,6,25,華廈(10層含以下有電梯),37.1,18.3,y,y,6800000,y,0,22.658299,120.303933
三民區,房地(土地+建物)+車位,高雄市三民區民信路1~30號,住,8.4,1,1,108,11,3,81,5,28,27,住宅大樓(11層含以上有電梯),62.6,12.3,y,y,7700000,y,0,22.638962,120.342964
三民區,房地(土地+建物)+車位,高雄市三民區臥龍路61~90號,住,4.5,2,1,108,10,3,79,9,27,29,住宅大樓(11層含以上有電梯),57,12.6,y,y,7200000,y,0,22.638403,120.329874
三民區,房地(土地+建物)+車位,高雄市三民區鼎山街571~600號,商,4.2,2,1,108,10,12,99,1,15,10,住宅大樓(11層含以上有電梯),43.4,13.1,y,y,5700000,y,1000000,22.656232,120.32075
三民區,房地(土地+建物)+車位,高雄市三民區覺民路1~30號,住,5,1,1,108,10,17,108,6,18,0,住宅大樓(11層含以上有電梯),52.9,19.6,y,y,10350000,y,0,22.640677,120.333567
三民區,房地(土地+建物)+車位,高雄市三民區義明街1~30號,商,4.1,1,2,108,9,27,82,11,23,26,住宅大樓(11層含以上有電梯),67,11.7,y,n,7850000,y,0,22.64289,120.340275
小港區,房地(土地+建物)+車位,高雄市小港區鳳德街151~180號,商,7.7,1,1,108,10,22,83,12,24,25,華廈(10層含以下有電梯),39.8,8.3,y,y,3300000,y,0,22.562196,120.369484
前鎮區,房地(土地+建物)+車位,高雄市前鎮區一心一路241~270號,商,11.9,2,1,108,10,25,79,8,3,29,辦公商業大樓,77.2,13.3,n,y,10250000,y,0,22.608956,120.315853
前鎮區,房地(土地+建物)+車位,高雄市前鎮區瑞興街181~210號,住,6.9,1,1,108,10,17,83,9,22,25,華廈(10層含以下有電梯),41.5,13,y,y,5400000,y,0,22.61103,120.328654
苓雅區,房地(土地+建物)+車位,高雄市苓雅區福建街301~330號,其他,5.1,1,2,108,10,23,77,6,27,31,住宅大樓(11層含以上有電梯),44.6,17.9,y,y,8000000,y,1350000,22.625708,120.313981
苓雅區,房地(土地+建物)+車位,高雄市苓雅區青年一路1~30號,商,9,2,1,108,9,14,96,2,15,12,住宅大樓(11層含以上有電梯),130.9,18.1,y,y,23680000,y,0,22.624945,120.316933
鼓山區,房地(土地+建物)+車位,高雄市鼓山區富農路151~180號,商,4.9,1,1,108,10,15,101,10,11,7,住宅大樓(11層含以上有電梯),86.7,20.4,y,y,17700000,y,0,22.63688982,120.2810785
鼓山區,房地(土地+建物)+車位,高雄市鼓山區青海路631~660號,住,6.1,1,1,108,10,12,100,5,24,8,住宅大樓(11層含以上有電梯),49.5,17.4,y,y,8620000,y,0,22.651821,120.276258
鼓山區,房地(土地+建物)+車位,高雄市鼓山區美術東四路451~480號,商,2,1,1,108,10,22,98,3,25,10,住宅大樓(11層含以上有電梯),23,21.1,y,n,4860000,y,0,22.65309,120.289999
鼓山區,房地(土地+建物)+車位,高雄市鼓山區富農路181~210號,商,4.9,1,1,108,10,8,94,8,25,14,住宅大樓(11層含以上有電梯),47,23.2,y,y,10900000,y,0,22.63688982,120.2810785
鼓山區,房地(土地+建物)+車位,高雄市鼓山區青海路301~330號,住,9.9,1,1,108,10,20,103,1,20,6,住宅大樓(11層含以上有電梯),108.2,31.3,y,y,33880000,y,4600000,22.651821,120.276258
鼓山區,房地(土地+建物)+車位,高雄市鼓山區美術南三路361~390號,住,9.5,1,1,108,10,16,106,6,1,2,住宅大樓(11層含以上有電梯),110.1,30.5,y,y,33580000,y,4600000,22.653524,120.284854
鼓山區,房地(土地+建物)+車位,高雄市鼓山區美術南三路361~390號,住,8.6,1,1,108,10,27,106,6,1,2,住宅大樓(11層含以上有電梯),99.7,30.7,y,y,30580000,y,4000000,22.653524,120.284854
前金區,房地(土地+建物)+車位,高雄市前金區光明街1~30號,商,2.2,1,1,108,10,21,108,7,15,0,住宅大樓(11層含以上有電梯),30.2,27.5,y,y,8300000,y,0,22.620344,120.295375
前金區,房地(土地+建物)+車位,高雄市前金區光明街1~30號,商,2.3,1,1,108,11,5,108,7,15,0,住宅大樓(11層含以上有電梯),32,31.1,y,y,9960000,y,0,22.620344,120.295375
鼓山區,房地(土地+建物)+車位,高雄市鼓山區明誠四路301~330號,商,9.8,1,1,108,10,8,97,10,1,11,住宅大樓(11層含以上有電梯),104.3,26.9,y,y,28080000,y,0,22.661155,120.292481
鼓山區,房地(土地+建物)+車位,高雄市鼓山區美術北三路241~270號,住,6.6,1,1,108,10,17,104,6,11,4,住宅大樓(11層含以上有電梯),84.3,18,y,y,15200000,y,0,22.662478,120.292561
苓雅區,房地(土地+建物)+車位,高雄市苓雅區永昌街1~30號,商,6.5,1,1,108,10,27,95,11,24,13,住宅大樓(11層含以上有電梯),81.8,21.4,y,y,17500000,y,0,22.61634,120.298763
苓雅區,房地(土地+建物)+車位,高雄市苓雅區光華一路211~240號,商,3.7,1,1,108,10,5,107,1,12,2,住宅大樓(11層含以上有電梯),62.5,28.1,y,y,17580000,y,2200000,22.619635,120.317246
前鎮區,房地(土地+建物)+車位,高雄市前鎮區二聖一路211~240號,商,5.1,1,1,108,8,3,108,5,15,0,住宅大樓(11層含以上有電梯),79.1,24.2,y,y,19180000,y,1700000,22.612715,120.319486
前鎮區,房地(土地+建物)+車位,高雄市前鎮區二聖一路211~240號,商,4.9,1,1,108,6,3,108,5,15,0,住宅大樓(11層含以上有電梯),77.6,23.9,y,y,18530000,y,1600000,22.612715,120.319486
前鎮區,房地(土地+建物)+車位,高雄市前鎮區二聖一路211~240號,商,4.9,1,1,108,9,29,108,5,15,0,住宅大樓(11層含以上有電梯),77.6,26.3,y,y,20400000,y,1800000,22.612715,120.319486
前鎮區,房地(土地+建物)+車位,高雄市前鎮區瑞北路91~120號,住,9.4,1,1,108,10,2,86,6,11,22,住宅大樓(11層含以上有電梯),57,14.9,y,y,8500000,y,0,22.609107,120.332451
三民區,房地(土地+建物)+車位,高雄市三民區大順二路31~60號,住,8.4,2,1,108,7,14,99,4,1,9,住宅大樓(11層含以上有電梯),68.5,19.1,y,y,13100000,y,0,22.655197,120.316214
三民區,房地(土地+建物)+車位,高雄市三民區明誠一路121~150號,住,3.7,1,1,108,10,8,88,9,8,20,住宅大樓(11層含以上有電梯),29.7,16.8,y,y,5000000,y,0,22.660077,120.330931
三民區,房地(土地+建物)+車位,高雄市三民區慶雲街91~120號,商,2.4,1,1,108,10,28,84,12,19,24,住宅大樓(11層含以上有電梯),44,12.8,y,y,5650000,y,0,22.642808,120.315277
三民區,房地(土地+建物)+車位,高雄市三民區九如一路541~570號,商,2.9,1,1,108,10,20,83,11,14,25,住宅大樓(11層含以上有電梯),40.9,14.9,y,y,6100000,y,0,22.640116,120.317739
三民區,房地(土地+建物)+車位,高雄市三民區鼎信街31~60號,住,6,1,1,108,10,29,88,10,28,20,住宅大樓(11層含以上有電梯),46.8,14.7,y,y,6900000,y,0,22.668422,120.322043
三民區,房地(土地+建物)+車位,高雄市三民區明誠二路91~120號,住,3,1,1,108,10,16,88,5,19,20,住宅大樓(11層含以上有電梯),56.1,16.9,y,y,9500000,y,0,22.659808,120.313954
左營區,房地(土地+建物)+車位,高雄市左營區大中二路781~810號,住,3.9,1,1,108,8,23,104,10,12,4,住宅大樓(11層含以上有電梯),40.3,16.3,y,y,6550000,y,0,22.67936,120.317198
左營區,房地(土地+建物)+車位,高雄市左營區文學路661~690號,住,5.4,1,1,108,10,19,89,1,11,20,住宅大樓(11層含以上有電梯),44.6,15.7,y,y,7000000,y,0,22.68513,120.309287
楠梓區,房地(土地+建物)+車位,高雄市楠梓區加昌路61~90號,住,5.7,1,1,108,10,25,104,11,12,4,住宅大樓(11層含以上有電梯),57,22.9,y,y,13080000,y,1380000,22.716378,120.301001
左營區,房地(土地+建物)+車位,高雄市左營區新莊一路331~360號,住,4.4,1,1,108,10,3,107,11,8,1,住宅大樓(11層含以上有電梯),58.7,32.2,y,y,18880000,y,1800000,22.673217,120.297447
左營區,房地(土地+建物)+車位,高雄市左營區華夏路721~750號,商,3.5,1,1,108,10,16,95,7,6,13,住宅大樓(11層含以上有電梯),41.1,14.6,y,y,6000000,y,0,22.68462,120.309761
楠梓區,房地(土地+建物)+車位,高雄市楠梓區土庫五路28巷9弄1~30號,住,11.6,1,1,108,9,20,83,9,27,25,華廈(10層含以下有電梯),41.2,11.9,y,y,4900000,y,0,22.737826,120.333795
鳳山區,房地(土地+建物)+車位,高雄市鳳山區武營路52巷61~90號,住,7.6,2,1,108,11,7,87,3,1,22,華廈(10層含以下有電梯),45,12.7,y,n,5700000,y,0,22.607182,120.340087
鳳山區,房地(土地+建物)+車位,高雄市鳳山區武慶二路56巷31~60號,住,6.7,1,2,108,10,14,81,5,12,27,華廈(10層含以下有電梯),37.6,13.8,y,n,5200000,y,0,22.610878,120.334773
鳳山區,房地(土地+建物)+車位,高雄市鳳山區工協街1~30號,住,13.4,1,1,108,10,19,101,6,5,7,住宅大樓(11層含以上有電梯),53.9,16,y,y,8600000,y,0,22.629835,120.373886
鳳山區,房地(土地+建物)+車位,高雄市鳳山區環河東街31~60號,住,40.3,1,1,108,10,16,108,4,15,0,透天厝,84.3,24.6,y,n,20700000,y,0,22.62854,120.383566
鳳山區,房地(土地+建物)+車位,高雄市鳳山區新康街121~150號,住,7.6,1,1,108,10,27,87,7,10,21,住宅大樓(11層含以上有電梯),50.5,14.1,y,y,7100000,y,0,22.617144,120.343355
鳳山區,房地(土地+建物)+車位,高雄市鳳山區文清街1~30號,住,6.7,1,1,108,11,11,83,10,26,25,住宅大樓(11層含以上有電梯),46.4,13.3,y,y,6150000,y,0,22.643773,120.351661
鳳山區,房地(土地+建物)+車位,高雄市鳳山區北昌五街1~30號,住,4.6,1,1,108,10,7,105,8,10,3,住宅大樓(11層含以上有電梯),26.8,16.8,y,y,4500000,y,0,22.643929,120.374676
仁武區,房地(土地+建物)+車位,高雄市仁武區霞海中街1~30號,住,6.1,1,1,108,11,5,107,11,16,1,住宅大樓(11層含以上有電梯),47.6,16.3,y,y,7780000,y,0,22.688577,120.324282
仁武區,房地(土地+建物)+車位,高雄市仁武區名光街31~60號,住,6,1,1,108,10,15,104,7,24,4,住宅大樓(11層含以上有電梯),32.2,14.9,y,y,4800000,y,0,22.685163,120.349873
鳳山區,房地(土地+建物)+車位,高雄市鳳山區文勇街1~30號,住,4.5,1,1,108,11,15,88,6,20,20,華廈(10層含以下有電梯),30.9,12,y,y,3700000,y,0,22.640182,120.358541
鳳山區,房地(土地+建物)+車位,高雄市鳳山區瑞興路271~300號,住,5.1,1,1,108,10,10,85,8,1,23,住宅大樓(11層含以上有電梯),36.2,13,y,y,4700000,y,0,22.631137,120.368995
楠梓區,房地(土地+建物)+車位,高雄市楠梓區大學六十二街1~30號,住,5.9,1,1,108,10,23,106,10,6,2,住宅大樓(11層含以上有電梯),38.2,16.8,y,y,6400000,y,1400000,22.731134,120.273925
楠梓區,房地(土地+建物)+車位,高雄市楠梓區大學六十二街31~60號,住,5.9,1,1,108,10,28,106,10,6,2,住宅大樓(11層含以上有電梯),38.2,16.3,y,y,6240000,y,1400000,22.731134,120.273925
左營區,房地(土地+建物)+車位,高雄市左營區城峰路1~30號,住,13.1,1,1,108,10,26,97,4,10,11,店面(店鋪),106.6,24.9,n,y,26500000,y,0,22.674926,120.29075
仁武區,房地(土地+建物)+車位,高雄市仁武區仁勇路178巷31~60號,住,69.9,1,1,108,10,1,96,4,25,12,透天厝,106.6,23.5,y,n,25000000,y,0,22.67436,120.353821
鳳山區,房地(土地+建物)+車位,高雄市鳳山區北賢街31~60號,住,6,1,1,108,7,20,108,8,27,0,住宅大樓(11層含以上有電梯),34.7,17.1,y,y,5930000,y,0,22.6451,120.370544
鳳山區,房地(土地+建物)+車位,高雄市鳳山區北賢街61~90號,住,7.3,1,1,108,8,23,108,8,27,0,住宅大樓(11層含以上有電梯),42,18,y,y,7550000,y,0,22.6451,120.370544
鳳山區,房地(土地+建物)+車位,高雄市鳳山區北賢街31~60號,住,7.7,1,1,108,2,14,108,8,27,0,住宅大樓(11層含以上有電梯),45.4,16.7,y,y,7600000,y,0,22.6451,120.370544
鳳山區,房地(土地+建物)+車位,高雄市鳳山區北賢街31~60號,住,7.7,1,1,108,2,14,108,8,27,0,住宅大樓(11層含以上有電梯),45.3,19.6,y,y,8880000,y,0,22.6451,120.370544
鳳山區,房地(土地+建物)+車位,高雄市鳳山區北賢街31~60號,住,5.8,1,1,108,5,16,108,8,27,0,住宅大樓(11層含以上有電梯),34.3,18.8,y,y,6450000,y,0,22.6451,120.370544
鳳山區,房地(土地+建物)+車位,高雄市鳳山區北賢街31~60號,住,7.7,1,1,108,6,23,108,8,27,0,住宅大樓(11層含以上有電梯),45.2,19.2,y,y,8700000,y,0,22.6451,120.370544
鳳山區,房地(土地+建物)+車位,高雄市鳳山區北賢街31~60號,住,5.8,1,1,108,3,9,108,8,27,0,住宅大樓(11層含以上有電梯),31.5,17.5,y,y,5500000,y,0,22.6451,120.370544
鳳山區,房地(土地+建物)+車位,高雄市鳳山區北賢街31~60號,住,6.8,1,1,108,7,17,108,8,27,0,住宅大樓(11層含以上有電梯),40.5,17.8,y,y,7190000,y,0,22.6451,120.370544
鳳山區,房地(土地+建物)+車位,高雄市鳳山區北賢街31~60號,住,7.7,1,1,108,7,18,108,8,27,0,住宅大樓(11層含以上有電梯),45.2,19.6,y,y,8840000,y,0,22.6451,120.370544
鳳山區,房地(土地+建物)+車位,高雄市鳳山區北賢街31~60號,住,6,1,1,108,1,30,108,8,27,0,住宅大樓(11層含以上有電梯),34.7,17.4,y,y,6050000,y,0,22.6451,120.370544
鳳山區,房地(土地+建物)+車位,高雄市鳳山區北昌二街31~60號,住,6.1,1,1,108,11,3,104,1,3,5,住宅大樓(11層含以上有電梯),45.1,16.2,y,y,7300000,y,0,22.645803,120.372444
鳳山區,房地(土地+建物)+車位,高雄市鳳山區北賢街31~60號,住,6,1,1,108,4,13,108,8,27,0,住宅大樓(11層含以上有電梯),34.9,16.2,y,y,5650000,y,0,22.6451,120.370544
鳳山區,房地(土地+建物)+車位,高雄市鳳山區北賢街31~60號,住,7.7,1,1,108,8,10,108,8,27,0,住宅大樓(11層含以上有電梯),45.3,20,y,y,9070000,y,0,22.6451,120.370544
鳳山區,房地(土地+建物)+車位,高雄市鳳山區北賢街31~60號,住,7,1,1,108,5,26,108,8,27,0,住宅大樓(11層含以上有電梯),40.7,19.2,y,y,7800000,y,0,22.6451,120.370544
鳳山區,房地(土地+建物)+車位,高雄市鳳山區北賢街31~60號,住,7.7,1,1,108,8,27,108,8,27,0,住宅大樓(11層含以上有電梯),45.3,17.8,y,y,8070000,y,0,22.6451,120.370544
鳳山區,房地(土地+建物)+車位,高雄市鳳山區北賢街31~60號,住,7.7,1,1,108,6,16,108,8,27,0,住宅大樓(11層含以上有電梯),45.4,18.6,y,y,8450000,y,0,22.6451,120.370544
鳳山區,房地(土地+建物)+車位,高雄市鳳山區北賢街61~90號,住,8.1,1,1,108,6,8,108,8,27,0,住宅大樓(11層含以上有電梯),45.2,17.4,y,y,7850000,y,0,22.6451,120.370544
鳳山區,房地(土地+建物)+車位,高雄市鳳山區北賢街31~60號,住,6,1,1,108,5,8,108,8,27,0,住宅大樓(11層含以上有電梯),34.7,20.3,y,y,7030000,y,0,22.6451,120.370544
鳳山區,房地(土地+建物)+車位,高雄市鳳山區北賢街61~90號,住,7.3,1,1,108,6,16,108,8,27,0,住宅大樓(11層含以上有電梯),42,17.8,y,y,7480000,y,0,22.6451,120.370544
鳳山區,房地(土地+建物)+車位,高雄市鳳山區北賢街61~90號,住,8.1,1,1,108,1,18,108,8,27,0,住宅大樓(11層含以上有電梯),45.2,19,y,y,8600000,y,0,22.6451,120.370544
鳳山區,房地(土地+建物)+車位,高雄市鳳山區北賢街61~90號,住,8.1,1,1,108,4,7,108,8,27,0,住宅大樓(11層含以上有電梯),46.6,19.6,y,y,9130000,y,0,22.6451,120.370544
鳳山區,房地(土地+建物)+車位,高雄市鳳山區北賢街61~90號,住,8.1,1,1,108,5,26,108,8,27,0,住宅大樓(11層含以上有電梯),46.6,16.7,y,y,7780000,y,0,22.6451,120.370544
鳳山區,房地(土地+建物)+車位,高雄市鳳山區北賢街31~60號,住,7.7,1,1,107,12,31,108,8,27,0,住宅大樓(11層含以上有電梯),45.4,16.9,y,y,7650000,y,0,22.6451,120.370544
鳳山區,房地(土地+建物)+車位,高雄市鳳山區北賢街31~60號,住,8.6,1,1,108,3,30,108,8,27,0,住宅大樓(11層含以上有電梯),50.7,19.7,y,y,10000000,y,0,22.6451,120.370544
鳳山區,房地(土地+建物)+車位,高雄市鳳山區凱旋路271~300號,住,4.1,1,1,108,10,12,81,10,28,27,住宅大樓(11層含以上有電梯),36,15.3,y,y,5500000,y,0,22.617144,120.343355
楠梓區,房地(土地+建物)+車位,高雄市楠梓區大學五十六街31~60號,住,7.1,1,1,108,11,5,108,4,26,0,華廈(10層含以下有電梯),36.6,14.5,y,y,5300000,y,0,22.729179,120.277274
左營區,房地(土地+建物)+車位,高雄市左營區城峰路1~30號,住,4.3,1,1,108,10,31,97,4,10,11,住宅大樓(11層含以上有電梯),38.3,16.4,y,y,6300000,y,0,22.674926,120.29075
楠梓區,房地(土地+建物)+車位,高雄市楠梓區創新路751~780號,商,2.4,1,1,106,5,29,108,8,16,0,住宅大樓(11層含以上有電梯),22,18.8,y,y,4140000,y,810000,22.74162,120.325721
楠梓區,房地(土地+建物)+車位,高雄市楠梓區創新路751~780號,商,4.2,1,1,108,1,12,108,8,16,0,住宅大樓(11層含以上有電梯),38,18.2,y,y,6910000,y,910000,22.74162,120.325721
楠梓區,房地(土地+建物)+車位,高雄市楠梓區創新路781~810號,商,4.4,1,1,107,8,5,108,8,16,0,住宅大樓(11層含以上有電梯),39.9,17.7,y,y,7050000,y,1010000,22.74162,120.325721
楠梓區,房地(土地+建物)+車位,高雄市楠梓區創新路781~810號,商,4.4,1,1,108,1,13,108,8,16,0,住宅大樓(11層含以上有電梯),39.9,17.7,y,y,7050000,y,1010000,22.74162,120.325721
楠梓區,房地(土地+建物)+車位,高雄市楠梓區創新路781~810號,商,2.6,1,1,107,8,14,108,8,16,0,住宅大樓(11層含以上有電梯),23.8,19.5,y,y,4650000,y,910000,22.74162,120.325721
楠梓區,房地(土地+建物)+車位,高雄市楠梓區創新路751~780號,商,2.9,1,1,106,5,29,108,8,16,0,店面(店鋪),26.6,46.3,n,y,12310000,y,1010000,22.74162,120.325721
楠梓區,房地(土地+建物)+車位,高雄市楠梓區創新路781~810號,商,4.4,1,1,107,1,28,108,8,16,0,住宅大樓(11層含以上有電梯),42.5,17.9,y,y,7600000,y,1320000,22.74162,120.325721
楠梓區,房地(土地+建物)+車位,高雄市楠梓區創新路781~810號,商,2.5,1,1,107,1,28,108,8,16,0,住宅大樓(11層含以上有電梯),22.8,20.2,y,y,4610000,y,910000,22.74162,120.325721
楠梓區,房地(土地+建物)+車位,高雄市楠梓區創新路751~780號,商,4.2,1,1,107,4,9,108,8,16,0,住宅大樓(11層含以上有電梯),40,18.1,y,y,7240000,y,1230000,22.74162,120.325721
楠梓區,房地(土地+建物)+車位,高雄市楠梓區創新路751~780號,商,2.6,1,1,107,11,18,108,8,16,0,住宅大樓(11層含以上有電梯),23.8,19,y,y,4520000,y,810000,22.74162,120.325721
左營區,房地(土地+建物)+車位,高雄市左營區榮德街211~240號,住,2.7,1,1,108,10,27,87,6,29,21,住宅大樓(11層含以上有電梯),34.8,13.2,y,y,4600000,y,0,22.681933,120.320293
左營區,房地(土地+建物)+車位,高雄市左營區榮總路203巷31~60號,住,2.7,1,1,108,11,8,87,6,29,21,住宅大樓(11層含以上有電梯),36.2,14.4,y,y,5200000,y,0,22.682841,120.321603
左營區,房地(土地+建物)+車位,高雄市左營區榮德街181~210號,住,5.6,1,1,108,9,15,95,8,30,13,住宅大樓(11層含以上有電梯),49.9,17.2,y,y,8580000,y,0,22.681933,120.320293
左營區,房地(土地+建物)+車位,高雄市左營區先勝路91~120號,住,6.7,1,1,108,11,7,96,4,2,12,住宅大樓(11層含以上有電梯),52.2,22.8,y,y,11900000,y,0,22.681342,120.281018
左營區,房地(土地+建物)+車位,高雄市左營區新庄仔路73巷1~30號,住,4.8,2,1,108,10,30,82,7,3,26,住宅大樓(11層含以上有電梯),35.9,13.9,y,y,5000000,y,0,22.673798,120.30084
左營區,房地(土地+建物)+車位,高雄市左營區新莊一路151~180號,住,2.8,1,1,108,9,30,88,2,2,20,住宅大樓(11層含以上有電梯),25.6,19.5,y,y,5000000,y,0,22.673217,120.297447
左營區,房地(土地+建物)+車位,高雄市左營區介壽路211~240號,住,3.8,1,1,108,11,2,95,11,3,13,住宅大樓(11層含以上有電梯),34.8,17.8,y,y,6180000,y,0,22.681045,120.285248
三民區,房地(土地+建物)+車位,高雄市三民區鼎力路61~90號,商,3.4,1,1,108,10,21,102,10,23,6,住宅大樓(11層含以上有電梯),44.6,21,y,y,9380000,y,0,22.669464,120.32536
三民區,房地(土地+建物)+車位,高雄市三民區大昌二路121~150號,商,4.2,1,1,108,10,27,78,9,13,30,住宅大樓(11層含以上有電梯),46.9,12.6,y,y,5900000,y,0,22.638471,120.332156
三民區,房地(土地+建物)+車位,高雄市三民區鼎祥街61~90號,住,5.6,1,1,108,10,17,85,8,15,23,住宅大樓(11層含以上有電梯),43,15.1,y,y,6500000,y,0,22.668386,120.316343
小港區,房地(土地+建物)+車位,高雄市小港區漢民路710巷31~60號,住,7.7,1,1,108,11,4,87,3,4,22,華廈(10層含以下有電梯),48.2,11.6,y,n,5600000,y,0,22.566296,120.362944
小港區,房地(土地+建物)+車位,高雄市小港區新昌街1~30號,住,5.9,1,1,108,10,30,83,6,24,25,華廈(10層含以下有電梯),33.6,11.5,y,y,3880000,y,0,22.581401,120.361774
苓雅區,房地(土地+建物)+車位,高雄市苓雅區青年一路91~120號,商,8.7,3,1,108,10,7,106,12,28,2,住宅大樓(11層含以上有電梯),67.2,25.1,y,y,16850000,y,0,22.624945,120.316933
苓雅區,房地(土地+建物)+車位,高雄市苓雅區青年一路91~120號,商,8.7,3,1,108,10,7,106,12,28,2,住宅大樓(11層含以上有電梯),72.5,26.7,y,y,19350000,y,0,22.624945,120.316933
苓雅區,房地(土地+建物)+車位,高雄市苓雅區凱旋一路31~60號,住,6.6,1,1,108,10,2,108,9,3,0,住宅大樓(11層含以上有電梯),66.4,24.2,y,y,16100000,y,1800000,22.636761,120.319076
苓雅區,房地(土地+建物)+車位,高雄市苓雅區凱旋一路31~60號,住,8.3,1,1,108,9,17,108,9,3,0,住宅大樓(11層含以上有電梯),83.9,23.8,y,y,19990000,y,0,22.636761,120.319076
苓雅區,房地(土地+建物)+車位,高雄市苓雅區凱旋一路31~60號,住,6.7,1,1,108,9,20,108,9,3,0,住宅大樓(11層含以上有電梯),66.4,25,y,y,16600000,y,0,22.636761,120.319076
鼓山區,房地(土地+建物)+車位,高雄市鼓山區華泰路271~300號,住,10.8,1,1,108,10,27,105,1,8,4,住宅大樓(11層含以上有電梯),66.3,22,y,y,14560000,y,0,22.66854,120.292227
鼓山區,房地(土地+建物)+車位,高雄市鼓山區明誠里昌盛路331~360號,住,3.5,1,1,108,10,8,83,11,9,25,住宅大樓(11層含以上有電梯),47.1,9.4,y,y,4450000,y,0,22.663852,120.3001
鼓山區,房地(土地+建物)+車位,高雄市鼓山區文信路301~330號,商,4,1,1,108,10,23,83,10,15,25,住宅大樓(11層含以上有電梯),46.3,15.7,y,y,7280000,y,0,22.664538,120.29805
鼓山區,房地(土地+建物)+車位,高雄市鼓山區明華路301~330號,商,7.4,1,1,108,10,14,81,1,31,28,辦公商業大樓,101.7,16.2,n,y,16500000,y,0,22.663123,120.300089
