鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地使用分區,土地移轉總面積_坪,交易筆棟數_土地數量,交易筆棟數_建物數量,交易年,交易月,交易日,建成年,建成月,建成日,屋齡_年,建物型態,建物移轉總面積_坪,建物單坪價格_萬元,建物現況格局.隔間,有無管理組織,總價元,有無車位,車位總價元,緯度,經度
鼓山區,房地(土地+建物)+車位,高雄市鼓山區龍德路271~300號,商,7.1,1,1,108,11,1,103,6,26,5,住宅大樓(11層含以上有電梯),134.9,19,n,y,25580000,y,0,22.661139,120.297134
鼓山區,房地(土地+建物)+車位,高雄市鼓山區裕誠路1501~1530號,商,6.4,1,1,108,10,13,101,11,7,7,住宅大樓(11層含以上有電梯),79.1,21.2,y,y,16800000,y,0,22.665806,120.296044
鼓山區,房地(土地+建物)+車位,高雄市鼓山區龍水里美術南二路211~240號,住,8.7,1,1,108,9,12,108,1,30,1,住宅大樓(11層含以上有電梯),88.1,20.4,y,y,18000000,y,2080000,22.653524,120.284854
鼓山區,房地(土地+建物)+車位,高雄市鼓山區龍水里美術南二路211~240號,住,8.7,1,1,108,7,31,108,1,30,0,住宅大樓(11層含以上有電梯),89.9,26.7,y,y,24000000,y,1980000,22.653524,120.284854
鼓山區,房地(土地+建物)+車位,高雄市鼓山區龍水里美術南一街61~90號,住,7.6,1,1,108,9,13,108,1,30,1,住宅大樓(11層含以上有電梯),78,24.5,y,y,19100000,y,2080000,22.654076,120.288151
前金區,房地(土地+建物)+車位,高雄市前金區旺盛街121~150號,住,12.5,1,1,108,8,10,108,6,12,0,住宅大樓(11層含以上有電梯),95.5,24,y,y,22920000,y,4300000,22.63095,120.291248
鼓山區,房地(土地+建物)+車位,高雄市鼓山區美術東五路61~90號,住,13.6,1,1,108,8,6,102,7,23,6,住宅大樓(11層含以上有電梯),103.8,35.4,y,y,36720000,y,4300000,22.659013,120.290246
前金區,房地(土地+建物)+車位,高雄市前金區青山里大同一路271~300號,商,2.2,1,1,108,9,25,107,9,4,1,住宅大樓(11層含以上有電梯),46.4,22.6,y,y,10500000,y,0,22.627861,120.297548
鼓山區,房地(土地+建物)+車位,高雄市鼓山區龍德路271~300號,商,7.6,1,1,108,7,31,103,6,26,5,住宅大樓(11層含以上有電梯),138.7,24.5,n,y,34000000,y,0,22.661139,120.297134
鼓山區,房地(土地+建物)+車位,高雄市鼓山區龍德路271~300號,商,7,1,1,108,7,31,103,6,26,5,住宅大樓(11層含以上有電梯),128.9,24,n,y,31000000,y,0,22.661139,120.297134
鼓山區,房地(土地+建物)+車位,高雄市鼓山區裕國街61~90號,住,4,1,1,108,11,11,95,3,16,14,住宅大樓(11層含以上有電梯),33.9,19.5,y,y,6600000,y,0,22.658879,120.293328
鼓山區,房地(土地+建物)+車位,高雄市鼓山區美術東五路61~90號,住,13.6,1,1,108,5,19,102,7,23,6,住宅大樓(11層含以上有電梯),103.8,30.6,y,y,31740000,y,3900000,22.659013,120.290246
鹽埕區,房地(土地+建物)+車位,高雄市鹽埕區建國四路151~180號,商,4.8,1,1,108,11,11,107,8,30,1,住宅大樓(11層含以上有電梯),58,25.9,y,y,15000000,y,0,22.626284,120.280738
鼓山區,房地(土地+建物)+車位,高雄市鼓山區華泰路301~330號,住,8.2,1,1,108,11,1,80,3,22,29,住宅大樓(11層含以上有電梯),52.6,13.4,y,y,7050000,y,0,22.66854,120.292227
苓雅區,房地(土地+建物)+車位,高雄市苓雅區興中二路121~150號,商,1.9,1,1,108,10,29,108,2,1,1,住宅大樓(11層含以上有電梯),32.8,20.4,y,y,6700000,y,2000000,22.615517,120.303928
新興區,房地(土地+建物)+車位,高雄市新興區民生一路31~60號,商,4.3,1,1,108,10,18,81,9,15,27,辦公商業大樓,78.7,15.2,n,y,12000000,y,0,22.628011,120.311833
前鎮區,房地(土地+建物)+車位,高雄市前鎮區班超路1~30號,住,4.5,1,1,108,10,17,107,3,6,1,住宅大樓(11層含以上有電梯),38.7,16.8,y,y,6520000,y,0,22.601211,120.32568
前鎮區,房地(土地+建物)+車位,高雄市前鎮區前鎮街61~90號,商,6,2,1,108,11,14,108,2,1,1,住宅大樓(11層含以上有電梯),57,16.5,y,y,9430000,y,0,22.589016,120.305328
小港區,房地(土地+建物)+車位,高雄市小港區康莊路1~30號,商,3.7,1,1,108,11,3,82,5,3,26,住宅大樓(11層含以上有電梯),54.3,10.7,y,y,5800000,y,0,22.568402,120.358394
三民區,房地(土地+建物)+車位,高雄市三民區覺民路1~30號,住,4.4,1,1,108,10,16,108,6,18,0,住宅大樓(11層含以上有電梯),40.6,20.7,y,y,8400000,y,0,22.640677,120.333567
三民區,房地(土地+建物)+車位,高雄市三民區鼎力路61~90號,商,2.5,1,1,108,10,30,102,10,23,6,住宅大樓(11層含以上有電梯),33.1,21.3,y,y,7050000,y,0,22.669464,120.32536
三民區,房地(土地+建物)+車位,高雄市三民區鼎力路61~90號,商,2.6,1,1,108,10,19,102,10,23,6,住宅大樓(11層含以上有電梯),34.3,20.7,y,y,7100000,y,0,22.669464,120.32536
三民區,房地(土地+建物)+車位,高雄市三民區明愛街31~60號,住,5.4,1,1,108,10,21,107,12,22,1,住宅大樓(11層含以上有電梯),52.1,24,n,y,12500000,y,0,22.662262,120.315859
三民區,房地(土地+建物)+車位,高雄市三民區鼎祥街61~90號,住,4.6,1,1,108,11,4,89,11,24,19,住宅大樓(11層含以上有電梯),40.6,17.2,y,y,7000000,y,0,22.668386,120.316343
左營區,房地(土地+建物)+車位,高雄市左營區城峰路1~30號,住,4.5,1,1,108,11,18,97,4,10,11,住宅大樓(11層含以上有電梯),39.9,17,y,y,6800000,y,0,22.674926,120.29075
左營區,房地(土地+建物)+車位,高雄市左營區福山里博愛四路361~390號,商,3,1,1,108,11,18,102,12,2,6,住宅大樓(11層含以上有電梯),62.1,25.6,y,y,15880000,y,1080000,22.687149,120.316549
楠梓區,房地(土地+建物)+車位,高雄市楠梓區楠梓區秀群路499巷7弄1~30號,商,2.8,1,1,108,10,19,102,5,31,6,住宅大樓(11層含以上有電梯),36.2,17.3,y,y,6250000,y,0,22.72830626,120.3262535
左營區,房地(土地+建物)+車位,高雄市左營區榮成一街1~30號,住,4.2,1,1,108,10,22,88,9,20,20,住宅大樓(11層含以上有電梯),41.2,13.4,y,y,5520000,y,0,22.678878,120.320711
楠梓區,房地(土地+建物)+車位,高雄市楠梓區德惠路121~150號,住,5,1,1,108,11,10,103,5,2,5,住宅大樓(11層含以上有電梯),34.5,16.4,y,y,5660000,y,0,22.725018,120.303044
左營區,房地(土地+建物)+車位,高雄市左營區博愛四路1~30號,住,5,1,1,108,9,27,103,11,28,5,住宅大樓(11層含以上有電梯),71.1,22.9,y,y,16290000,y,0,22.687149,120.316549
楠梓區,房地(土地+建物)+車位,高雄市楠梓區德民路820巷1~30號,住,4.2,1,1,108,10,27,100,5,26,8,住宅大樓(11層含以上有電梯),37.9,14,y,y,5300000,y,0,22.722428,120.29176
左營區,房地(土地+建物)+車位,高雄市左營區重文街1~30號,住,6.3,1,1,108,10,14,108,4,30,0,住宅大樓(11層含以上有電梯),53,21.8,y,y,11580000,y,0,22.684584,120.30565
左營區,房地(土地+建物)+車位,高雄市左營區博愛四路1~30號,住,4.5,1,1,108,10,18,103,11,28,5,住宅大樓(11層含以上有電梯),64.7,22.4,y,y,14500000,y,0,22.687149,120.316549
岡山區,房地(土地+建物)+車位,高雄市岡山區竹圍北街121~150號,住,6.7,1,1,108,9,23,83,1,20,26,華廈(10層含以下有電梯),38.5,10.3,y,y,3980000,y,0,22.802654,120.303372
橋頭區,房地(土地+建物)+車位,高雄市橋頭區新莊里經武路31~60號,商,5,1,1,108,9,7,107,12,20,1,住宅大樓(11層含以上有電梯),50.5,14.6,y,y,7380000,y,820000,22.743026,120.317034
鳳山區,房地(土地+建物)+車位,高雄市鳳山區過埤里鳳頂路211~240號,商,6.5,1,1,108,10,21,108,8,9,0,住宅大樓(11層含以上有電梯),54.2,16.1,y,y,8730000,y,1360000,22.614521,120.362563
鳳山區,房地(土地+建物)+車位,高雄市鳳山區濱山街31~60號,住,6.1,1,1,108,11,4,92,11,20,16,住宅大樓(11層含以上有電梯),41.4,16.8,y,y,6950000,y,0,22.646219,120.351506
鳳山區,房地(土地+建物)+車位,高雄市鳳山區北賢街31~60號,住,5.5,1,1,108,1,4,108,8,27,0,住宅大樓(11層含以上有電梯),29.9,16.9,y,y,5050000,y,0,22.6451,120.370544
鳳山區,房地(土地+建物)+車位,高雄市鳳山區過埤里鳳頂路211~240號,商,5.2,1,1,108,9,4,108,8,9,0,住宅大樓(11層含以上有電梯),44.3,16.3,y,y,7220000,y,1330000,22.614521,120.362563
鳳山區,房地(土地+建物)+車位,高雄市鳳山區過埤里鳳頂路211~240號,商,6.5,1,1,108,10,8,108,8,9,0,住宅大樓(11層含以上有電梯),54.2,15.7,y,y,8500000,y,1300000,22.614521,120.362563
鳳山區,房地(土地+建物)+車位,高雄市鳳山區過埤里鳳頂路211~240號,商,3.9,1,1,108,9,29,108,8,9,0,住宅大樓(11層含以上有電梯),35.3,16.4,y,y,5800000,y,1300000,22.614521,120.362563
鳳山區,房地(土地+建物)+車位,高雄市鳳山區過埤里鳳頂路211~240號,商,5.2,1,1,108,6,26,108,8,9,0,住宅大樓(11層含以上有電梯),44.9,16.2,y,y,7270000,y,1300000,22.614521,120.362563
鳳山區,房地(土地+建物)+車位,高雄市鳳山區鳳頂路211~240號,商,4.2,1,1,108,10,20,108,8,9,0,住宅大樓(11層含以上有電梯),37.5,15.1,y,y,5680000,y,1240000,22.614521,120.362563
鳳山區,房地(土地+建物)+車位,高雄市鳳山區鳳頂路211~240號,商,4.2,1,1,108,6,10,108,8,9,0,住宅大樓(11層含以上有電梯),37.5,15.2,y,y,5700000,y,1240000,22.614521,120.362563
鳳山區,房地(土地+建物)+車位,高雄市鳳山區過埤里鳳頂路211~240號,商,6.3,1,1,108,10,14,108,8,9,0,住宅大樓(11層含以上有電梯),53.2,15,y,y,7960000,y,1360000,22.614521,120.362563
鳳山區,房地(土地+建物)+車位,高雄市鳳山區北賢街31~60號,住,6,1,1,108,5,6,108,8,27,0,住宅大樓(11層含以上有電梯),34.4,17.6,y,y,6050000,y,0,22.6451,120.370544
鳳山區,房地(土地+建物)+車位,高雄市鳳山區北賢街31~60號,住,5.6,1,1,108,1,15,108,8,27,0,住宅大樓(11層含以上有電梯),30.1,17.3,y,y,5220000,y,0,22.6451,120.370544
鳳山區,房地(土地+建物)+車位,高雄市鳳山區北賢街61~90號,住,8.1,1,1,108,9,15,108,8,27,0,住宅大樓(11層含以上有電梯),45.2,19.6,y,y,8850000,y,0,22.6451,120.370544
鳳山區,房地(土地+建物)+車位,高雄市鳳山區北賢街31~60號,住,6,1,1,108,4,9,108,8,27,0,住宅大樓(11層含以上有電梯),34.4,19.6,y,y,6730000,y,0,22.6451,120.370544
鳳山區,房地(土地+建物)+車位,高雄市鳳山區文濱路91~120號,住,4.1,1,1,108,9,3,92,7,1,16,住宅大樓(11層含以上有電梯),30,18.3,y,y,5500000,y,0,22.644843,120.350415
鳳山區,房地(土地+建物)+車位,高雄市鳳山區三誠路91~120號,住,5.2,1,1,108,10,7,95,9,19,13,住宅大樓(11層含以上有電梯),45.1,16,y,y,7200000,y,0,22.592605,120.326191
茄萣區,房地(土地+建物)+車位,高雄市茄萣區建中街61~90號,住,2.5,3,1,108,11,2,84,12,30,24,住宅大樓(11層含以上有電梯),30.1,5.3,y,n,1610000,y,0,22.875407,120.197977
鳳山區,房地(土地+建物)+車位,高雄市鳳山區工協街31~60號,住,13.4,1,1,108,11,14,101,6,5,7,住宅大樓(11層含以上有電梯),53.9,9.1,y,y,4930000,y,0,22.629835,120.373886
仁武區,房地(土地+建物)+車位,高雄市仁武區仁勇路511~540號,住,14.2,1,1,108,10,24,106,12,12,2,住宅大樓(11層含以上有電梯),85.1,21.2,y,y,18000000,y,3300000,22.675531,120.357066
仁武區,房地(土地+建物)+車位,高雄市仁武區仁勇路511~540號,住,14.1,1,1,108,11,15,106,12,12,2,住宅大樓(11層含以上有電梯),85.3,23.4,y,y,20000000,y,3500000,22.675531,120.357066
仁武區,房地(土地+建物)+車位,高雄市仁武區仁勇路511~540號,住,9.8,1,1,108,10,29,106,12,12,2,住宅大樓(11層含以上有電梯),62,19.4,y,y,12000000,y,1600000,22.675531,120.357066
鳳山區,房地(土地+建物)+車位,高雄市鳳山區保泰路301~330號,商,5.9,1,1,108,10,26,106,12,29,2,住宅大樓(11層含以上有電梯),63.3,22,y,y,13950000,y,0,22.600402,120.330032
鳳山區,房地(土地+建物)+車位,高雄市鳳山區海洋一路61~90號,住,5.7,1,1,108,11,8,83,9,23,25,住宅大樓(11層含以上有電梯),38.5,17,y,y,6550000,y,0,22.610063,120.346252
橋頭區,房地(土地+建物)+車位,高雄市橋頭區經武路1111~1140號,住,3.3,1,1,108,11,12,108,3,22,1,住宅大樓(11層含以上有電梯),25.6,19.6,y,y,5010000,y,0,22.743026,120.317034
楠梓區,房地(土地+建物)+車位,高雄市楠梓區德賢路248巷5弄1~30號,住,5.7,2,1,108,10,25,84,1,19,25,住宅大樓(11層含以上有電梯),35.5,12.7,y,y,4500000,y,0,22.72716,120.305568
左營區,房地(土地+建物)+車位,高雄市左營區孟子路511~540號,住,6.6,1,1,108,10,21,93,5,19,15,住宅大樓(11層含以上有電梯),44.1,18.1,y,y,8000000,y,0,22.67641,120.306366
左營區,房地(土地+建物)+車位,高雄市左營區自由四路361~390號,住,5.4,1,1,108,11,2,105,1,8,4,住宅大樓(11層含以上有電梯),43.9,21.1,y,y,9250000,y,0,22.68484,120.316248
左營區,房地(土地+建物)+車位,高雄市左營區文萊路301~330號,商,3.5,1,1,108,10,23,107,12,25,1,住宅大樓(11層含以上有電梯),65,27.4,y,y,17780000,y,1900000,22.676764,120.302068
左營區,房地(土地+建物)+車位,高雄市左營區文萊路301~330號,商,3.5,1,1,108,10,9,107,12,25,1,住宅大樓(11層含以上有電梯),66.1,30,y,y,19850000,y,1700000,22.676764,120.302068
楠梓區,房地(土地+建物)+車位,高雄市楠梓區土庫三路251巷1~30號,住,4.9,2,1,108,11,1,101,8,17,7,住宅大樓(11層含以上有電梯),44.7,14.1,y,y,6300000,y,0,22.740157,120.327023
左營區,房地(土地+建物)+車位,高雄市左營區重忠路61~90號,住,6.2,1,1,108,9,24,107,4,19,1,住宅大樓(11層含以上有電梯),47.1,25.1,y,y,11800000,y,1880000,22.687765,120.317215
左營區,房地(土地+建物)+車位,高雄市左營區重忠路61~90號,住,6.4,1,1,108,9,18,107,4,19,1,住宅大樓(11層含以上有電梯),48.5,26.2,y,y,12720000,y,2080000,22.687765,120.317215
楠梓區,房地(土地+建物)+車位,高雄市楠梓區大學二十街1~30號,商,4.8,1,1,108,10,29,107,5,2,1,住宅大樓(11層含以上有電梯),59.4,14.9,y,y,8830000,y,0,22.728078,120.281097
楠梓區,房地(土地+建物)+車位,高雄市楠梓區大學二十街1~30號,商,3.9,1,1,108,10,23,107,5,2,1,住宅大樓(11層含以上有電梯),46.2,16.2,y,y,7500000,y,0,22.728078,120.281097
三民區,房地(土地+建物)+車位,高雄市三民區鼎信街1~30號,住,4.8,1,1,108,10,27,83,10,26,25,住宅大樓(11層含以上有電梯),40.5,14.8,y,y,6000000,y,0,22.668422,120.322043
三民區,房地(土地+建物)+車位,高雄市三民區河北二路211~240號,住,5.2,2,1,108,10,15,106,7,14,2,住宅大樓(11層含以上有電梯),41.2,22.3,y,y,9200000,y,1700000,22.633995,120.290059
前鎮區,房地(土地+建物)+車位,高雄市前鎮區鎮海路82巷1~30號,商,5.2,1,1,108,11,10,103,6,17,5,住宅大樓(11層含以上有電梯),47.7,18.3,y,y,8750000,y,0,22.590703,120.316661
前鎮區,房地(土地+建物)+車位,高雄市前鎮區瑞恩街91~120號,住,6.3,1,1,108,10,27,86,4,1,22,華廈(10層含以下有電梯),38.6,14.5,y,y,5580000,y,0,22.610062,120.32984
前鎮區,房地(土地+建物)+車位,高雄市前鎮區公正路241~270號,住,6.2,1,1,108,10,9,87,2,13,22,華廈(10層含以下有電梯),43,14.5,y,y,6250000,y,0,22.607036,120.330761
苓雅區,房地(土地+建物)+車位,高雄市苓雅區苓雅區新光路62巷1~30號,商,0.3,1,1,108,11,5,86,4,21,22,住宅大樓(11層含以上有電梯),93.1,9.9,y,y,9200000,y,2000000,22.62170057,120.3121536
苓雅區,房地(土地+建物)+車位,高雄市苓雅區凱旋一路31~60號,住,8.3,1,1,108,9,16,108,9,3,0,住宅大樓(11層含以上有電梯),83.9,24.8,y,y,20780000,y,0,22.636761,120.319076
苓雅區,房地(土地+建物)+車位,高雄市苓雅區凱旋一路31~60號,住,6.6,1,1,108,10,3,108,9,3,0,住宅大樓(11層含以上有電梯),66.2,23.4,y,y,15500000,y,0,22.636761,120.319076
苓雅區,房地(土地+建物)+車位,高雄市苓雅區凱旋一路31~60號,住,8.2,1,1,108,9,14,108,9,3,0,住宅大樓(11層含以上有電梯),80.8,26.5,y,y,21400000,y,0,22.636761,120.319076
苓雅區,房地(土地+建物)+車位,高雄市苓雅區凱旋一路31~60號,住,6.7,1,1,108,11,7,108,9,3,0,住宅大樓(11層含以上有電梯),67.1,23.7,y,y,15900000,y,0,22.636761,120.319076
苓雅區,房地(土地+建物)+車位,高雄市苓雅區新光路62巷1~30號,商,1.7,1,1,108,11,3,86,4,21,22,住宅大樓(11層含以上有電梯),45.5,11.9,y,y,5400000,y,0,22.611518,120.301259
苓雅區,房地(土地+建物)+車位,高雄市苓雅區四維三路1~30號,住,19.5,2,1,108,9,25,98,11,9,10,住宅大樓(11層含以上有電梯),184.4,23,y,y,42500000,y,0,22.618316,120.307338
鼓山區,房地(土地+建物)+車位,高雄市鼓山區南屏路481~510號,商,3.2,1,1,108,11,4,94,4,21,14,住宅大樓(11層含以上有電梯),39.6,21,y,y,8300000,y,0,22.66453,120.300115
鼓山區,房地(土地+建物)+車位,高雄市鼓山區昌盛路1~30號,商,2.3,1,1,108,10,16,88,9,30,20,住宅大樓(11層含以上有電梯),23.3,19.3,y,y,4500000,y,0,22.663852,120.3001
鼓山區,房地(土地+建物)+車位,高雄市鼓山區明誠四路1~30號,商,3.4,1,1,108,9,22,107,10,18,1,住宅大樓(11層含以上有電梯),59,28,y,y,16500000,y,0,22.661155,120.292481
鼓山區,房地(土地+建物)+車位,高雄市鼓山區明誠四路1~30號,商,3.4,1,1,108,10,20,107,10,18,1,住宅大樓(11層含以上有電梯),59.8,29.3,y,y,17500000,y,0,22.661155,120.292481
鼓山區,房地(土地+建物)+車位,高雄市鼓山區龍德路271~300號,住,7.8,1,1,108,7,31,103,6,26,5,住宅大樓(11層含以上有電梯),150.6,23.2,n,y,35000000,y,0,22.661139,120.297134
鼓山區,房地(土地+建物)+車位,高雄市鼓山區龍德路271~300號,商,7.2,1,1,108,7,31,103,6,26,5,住宅大樓(11層含以上有電梯),140.7,21.3,n,y,30000000,y,0,22.661139,120.297134
前金區,房地(土地+建物)+車位,高雄市前金區光明街1~30號,商,2.1,1,1,108,11,11,108,7,15,0,住宅大樓(11層含以上有電梯),30,31.7,y,y,9510000,y,0,22.620344,120.295375
前金區,房地(土地+建物)+車位,高雄市前金區光明街1~30號,商,2,1,1,108,11,11,108,7,15,0,住宅大樓(11層含以上有電梯),27.6,32.5,y,y,8980000,y,0,22.620344,120.295375
鼓山區,房地(土地+建物)+車位,高雄市鼓山區青海路271~300號,住,9.8,1,1,108,9,10,103,1,20,6,住宅大樓(11層含以上有電梯),108.2,32,y,y,34600000,y,4400000,22.651821,120.276258
鼓山區,房地(土地+建物)+車位,高雄市鼓山區美術館路151~180號,住,9.2,1,1,108,10,4,95,5,5,13,住宅大樓(11層含以上有電梯),64.8,26.5,y,y,17150000,y,0,22.654783,120.291309
鼓山區,房地(土地+建物)+車位,高雄市鼓山區美明路31~60號,住,3.6,1,1,108,10,28,94,5,26,14,住宅大樓(11層含以上有電梯),25.9,19.7,y,y,5100000,y,0,22.665429,120.292059
前金區,房地(土地+建物)+車位,高雄市前金區中正四路211~240號,商,27.4,3,2,108,10,23,84,11,22,24,辦公商業大樓,529.4,26.6,n,y,140880000,y,0,22.628762,120.293974
鼓山區,房地(土地+建物)+車位,高雄市鼓山區青海路271~300號,住,9.9,1,1,108,10,30,103,1,20,6,住宅大樓(11層含以上有電梯),108.2,31.6,y,y,34180000,y,4800000,22.651821,120.276258
鼓山區,房地(土地+建物)+車位,高雄市鼓山區青海路31~60號,住,7.3,1,1,108,11,6,102,6,19,6,住宅大樓(11層含以上有電梯),80.8,23.3,y,y,18800000,y,0,22.651821,120.276258
鼓山區,房地(土地+建物)+車位,高雄市鼓山區裕誠路1921~1950號,住,8.2,1,1,108,9,27,93,10,18,15,住宅大樓(11層含以上有電梯),48.7,18.1,y,y,8800000,y,0,22.665806,120.296044
鼓山區,房地(土地+建物)+車位,高雄市鼓山區美術北五街61~90號,住,6.9,1,1,108,9,25,107,12,13,1,住宅大樓(11層含以上有電梯),86.3,30.3,y,y,26120000,y,3200000,22.663948,120.290481
鼓山區,房地(土地+建物)+車位,高雄市鼓山區美術北五街91~120號,住,11.6,1,1,108,9,22,107,12,13,1,住宅大樓(11層含以上有電梯),142.2,28,y,y,39820000,y,6400000,22.663948,120.290481
鼓山區,房地(土地+建物)+車位,高雄市鼓山區厚德路151~180號,住,5,2,1,108,10,28,92,12,3,16,住宅大樓(11層含以上有電梯),42.8,15.4,y,y,6600000,y,0,22.647372,120.278204
鼓山區,房地(土地+建物)+車位,高雄市鼓山區龍勝路91~120號,商,5.6,1,1,108,10,20,94,5,13,14,住宅大樓(11層含以上有電梯),56.2,24.6,y,y,13800000,y,0,22.654443,120.295861
