鄉鎮市區,臨路,都市土地使用分區,屋齡,管理組織,單價,車位總價
三民區,Y,住宅區,0.3,Y,26.1,0
仁武區,Y,住宅區,3.7,Y,18.6,0
橋頭區,Y,住宅區,0.5,Y,19.8,0
左營區,Y,商業區,4.5,Y,21.3,0
三民區,Y,住宅區,24.6,Y,12.8,0
鼓山區,Y,住宅區,25.3,Y,13.1,0
鼓山區,Y,商業區,5.1,Y,24.2,0
楠梓區,Y,住宅區,24.7,N,12.1,0
橋頭區,Y,住宅區,1.5,Y,19.1,0
新興區,Y,商業區,26.4,Y,13.9,0
三民區,Y,商業區,26.8,Y,14.2,0
鼓山區,Y,住宅區,0.8,Y,22.1,0
三民區,Y,住宅區,0.3,Y,26.9,0
鼓山區,Y,其他使用區,1.8,Y,31.2,310
三民區,Y,住宅區,6.1,Y,18,0
左營區,Y,住宅區,20.9,Y,16.9,0
橋頭區,Y,住宅區,0.5,Y,19.1,0
鳳山區,Y,商業區,4.6,Y,19.8,0
仁武區,Y,商業區,0.8,Y,16.9,0
橋頭區,Y,住宅區,1.5,Y,16.8,0
橋頭區,Y,住宅區,0.5,Y,19.4,0
前鎮區,Y,特定專用區,24.8,Y,14.2,0
鼓山區,Y,商業區,1.9,Y,29.5,360
鳳山區,Y,其他,0.1,Y,18.6,0
橋頭區,Y,住宅區,0.5,Y,19.4,0
前鎮區,N,住宅區,7,Y,20.6,0
左營區,Y,住宅區,28,Y,16.6,0
鳳山區,Y,住宅區,3.8,Y,18.5,0
三民區,Y,商業區,24.5,Y,14.2,0
前鎮區,Y,其他,5.2,Y,19.3,0
鳳山區,Y,其他,0.1,Y,17.6,0
左營區,Y,商業區,0.3,Y,24.7,195
新興區,Y,商業區,16.7,Y,18.4,0
仁武區,Y,商業區,0.3,Y,16.2,138
楠梓區,N,商業區,7.3,Y,15.9,0
苓雅區,Y,住宅區,0.7,Y,24.1,340
鳳山區,Y,住宅區,21.7,Y,15.5,0
苓雅區,Y,商業區,8.2,Y,18.5,605
鳳山區,Y,其他,0.1,Y,17.3,0
鳳山區,Y,住宅區,0.3,Y,27.8,0
新興區,Y,商業區,3.4,Y,23.9,225
三民區,Y,商業區,3.8,Y,19.3,0
鳳山區,Y,其他,0.1,Y,18,0
苓雅區,Y,住宅區,0.8,Y,25.3,215
三民區,Y,住宅區,16.1,Y,16.8,0
仁武區,Y,商業區,0.3,Y,17.9,148
左營區,Y,商業區,0.3,Y,23.6,0
鳳山區,Y,其他,0.1,Y,19.9,0
仁武區,Y,商業區,0.3,Y,17.7,138
前鎮區,Y,特定專用區,24.8,Y,14.6,0
大寮區,Y,住宅區,26.6,Y,9.8,0
苓雅區,Y,住宅區,0.8,Y,23.7,215
楠梓區,Y,商業區,8.2,Y,12.8,0
楠梓區,N,住宅區,0,Y,16.2,125
仁武區,Y,商業區,0.3,Y,17.2,148
小港區,N,住宅區,12.5,Y,13.1,0
左營區,Y,商業區,0.3,Y,24.8,100
楠梓區,Y,住宅區,6.3,Y,14.8,0
鼓山區,Y,其他使用區,17.8,Y,45.9,150
楠梓區,Y,住宅區,25.8,Y,16.3,0
新興區,Y,商業區,16.7,Y,17.5,0
左營區,Y,住宅區,0.1,Y,21.4,125
鼓山區,Y,商業區,14.8,Y,21.5,100
小港區,Y,商業區,4.9,Y,15.6,0
鳳山區,Y,住宅區,0.1,Y,17.1,0
新興區,Y,商業區,16.7,Y,17.4,0
左營區,Y,商業區,1.2,Y,26.1,0
楠梓區,N,住宅區,0,Y,15.3,125
苓雅區,Y,商業區,26,Y,16.3,0
前金區,Y,其他,24.3,Y,12.3,0
橋頭區,Y,住宅區,1.5,Y,16.3,0
鳳山區,Y,住宅區,0.1,Y,17.6,0
左營區,Y,住宅區,21.9,Y,16.5,0
鼓山區,Y,其他使用區,0.5,Y,26.3,195
鳳山區,Y,住宅區,24.7,Y,14,0
鼓山區,Y,其他使用區,26.7,Y,14.3,0
三民區,Y,商業區,6.9,Y,21.5,0
前金區,Y,商業區,0.7,Y,36.7,260
鼓山區,Y,商業區,23.9,Y,17.6,0
鼓山區,Y,其他使用區,7.2,Y,25.6,340
三民區,Y,住宅區,22.8,Y,9.1,0
鳳山區,Y,住宅區,0.1,Y,16.7,0
前鎮區,Y,住宅區,2.5,Y,25.8,105
鳳山區,N,住宅區,19.6,Y,16.5,0
左營區,Y,商業區,21.1,Y,15.4,0
左營區,Y,商業區,20.8,Y,17.6,130
新興區,Y,商業區,16.7,Y,17.4,0
仁武區,Y,商業區,0.3,Y,17.5,138
楠梓區,N,商業區,7.3,Y,17,0
仁武區,Y,商業區,0.3,Y,16.9,135
前鎮區,Y,其他使用區,26.1,Y,13,0
三民區,Y,住宅區,4.9,Y,21.9,0
左營區,Y,住宅區,9.3,Y,17.6,0
三民區,Y,住宅區,24.2,Y,14.8,0
橋頭區,Y,商業區,26.5,Y,12.7,0
三民區,N,商業區,22,Y,14.1,0
左營區,Y,商業區,1.1,Y,24.7,0
前鎮區,Y,住宅區,9.3,Y,27.4,0
三民區,Y,商業區,7.4,Y,17.7,0
左營區,Y,住宅區,9.3,Y,15.5,0
三民區,Y,商業區,23.2,Y,13.8,0
鳳山區,Y,商業區,7.3,Y,17.2,0
鼓山區,Y,其他使用區,7.9,Y,23.1,0
鳳山區,Y,商業區,4.7,Y,16.1,0
楠梓區,N,商業區,7.3,Y,15.6,0
小港區,Y,住宅區,4.8,Y,16.8,0
鼓山區,Y,商業區,5.2,Y,24.9,0
鳳山區,Y,住宅區,0.1,Y,21.1,0
橋頭區,Y,其他,1.5,Y,18.4,0
鼓山區,Y,商業區,6.3,Y,29.6,0
苓雅區,Y,商業區,3.8,Y,25,0
前鎮區,Y,特定專用區,24.8,Y,15.2,0
苓雅區,Y,特定專用區,15.1,Y,21.2,130
三民區,Y,商業區,0.1,Y,25.6,180
楠梓區,Y,住宅區,3.1,Y,16.4,0
鼓山區,Y,住宅區,15.3,Y,21.6,80
鳳山區,Y,住宅區,0.1,Y,18.4,0
左營區,Y,商業區,1.1,Y,22.8,0
苓雅區,N,其他,23.4,Y,13.5,0
仁武區,Y,商業區,0.3,Y,17,148
苓雅區,Y,住宅區,1,Y,25.6,185
三民區,Y,住宅區,6.1,Y,18.3,0
左營區,Y,住宅區,34.8,Y,8.1,0
鳳山區,Y,住宅區,0.1,Y,21.6,0
苓雅區,N,特定專用區,23.4,Y,4.2,0
左營區,N,住宅區,1.1,Y,27.1,0
橋頭區,Y,住宅區,1.5,Y,17.2,0
前金區,Y,商業區,23.2,Y,18.4,0
三民區,Y,住宅區,8.6,Y,23.9,0
鹽埕區,Y,商業區,2.1,Y,26.3,0
楠梓區,Y,商業區,2.3,Y,17,0
鼓山區,Y,其他使用區,0.5,Y,26.8,205
鳳山區,Y,住宅區,0.1,Y,36.9,0
楠梓區,N,住宅區,29.3,Y,8.8,0
左營區,Y,住宅區,0.7,Y,36.7,220
鳳山區,Y,住宅區,3.8,Y,20.7,0
橋頭區,Y,住宅區,1.5,Y,19.4,0
楠梓區,Y,商業區,2.3,Y,17.7,0
楠梓區,N,其他,13.3,Y,16.7,0
楠梓區,Y,商業區,26.8,Y,12.2,0
三民區,N,住宅區,26.6,Y,13.3,0
大樹區,Y,住宅區,24.8,Y,9.3,0
鳳山區,Y,住宅區,29.5,Y,11,0
楠梓區,Y,住宅區,6.2,Y,17.8,0
橋頭區,Y,其他,1.5,Y,16.2,0
楠梓區,Y,住宅區,6.2,Y,19.8,0
鼓山區,Y,其他使用區,16.2,Y,21.2,0
鳳山區,Y,住宅區,5.7,Y,17.2,0
三民區,Y,住宅區,22.8,Y,13.4,0
左營區,Y,商業區,0.3,Y,27.9,200
仁武區,Y,商業區,0.5,Y,17.7,0
湖內區,N,其他,26.3,Y,9.1,0
左營區,Y,住宅區,0.8,Y,20.9,0
楠梓區,N,住宅區,25.9,Y,11.4,0
左營區,N,住宅區,34.8,N,6,0
鼓山區,Y,商業區,15.1,Y,22.7,0
三民區,Y,商業區,25.7,Y,13.5,0
鳳山區,Y,住宅區,0.1,Y,19.2,0
楠梓區,N,住宅區,1.4,Y,21.7,0
橋頭區,Y,住宅區,1.5,Y,16.9,0
鼓山區,Y,其他使用區,17.1,Y,22,0
鳳山區,Y,住宅區,0.1,Y,18.3,0
楠梓區,N,住宅區,0,Y,17,155
橋頭區,Y,住宅區,0.5,Y,18.8,0
鼓山區,Y,其他使用區,4.7,Y,23.4,0
鳳山區,Y,住宅區,0.1,Y,20.4,0
小港區,Y,住宅區,4.2,Y,17.6,0
苓雅區,N,特定專用區,23.4,Y,14.2,0
仁武區,Y,商業區,6.6,Y,15.9,0
左營區,Y,住宅區,0.1,Y,21.9,135
左營區,Y,住宅區,0.8,Y,19.3,0
鳳山區,Y,住宅區,0.1,Y,18.2,0
左營區,Y,其他使用區,7.8,Y,23,0
三民區,Y,商業區,0.8,Y,25.1,200
鼓山區,Y,商業區,14.4,Y,19.9,0
橋頭區,Y,住宅區,0.5,Y,20,0
楠梓區,Y,住宅區,27.3,Y,14.4,0
三民區,Y,商業區,24.5,Y,15.4,0
左營區,Y,商業區,4.5,Y,21.8,0
鳳山區,Y,住宅區,0.1,Y,17.1,0
鼓山區,Y,商業區,13.8,Y,19.5,0
鳳山區,Y,住宅區,0.1,Y,17.4,0
楠梓區,N,住宅區,0,Y,17.2,110
三民區,Y,商業區,0.8,Y,23,210
鳳山區,Y,住宅區,0.1,Y,19.3,0
三民區,Y,住宅區,0.3,Y,25.5,0
鼓山區,Y,特定專用區,16.6,Y,17.9,0
楠梓區,N,住宅區,0,Y,17.5,165
左營區,N,住宅區,29.1,Y,17.4,0
仁武區,Y,商業區,0.3,Y,18.2,148
三民區,Y,商業區,24.2,Y,15,0
三民區,Y,商業區,25.7,Y,13.1,0
鼓山區,Y,其他使用區,11.7,Y,25,0
三民區,Y,住宅區,0.3,Y,26.2,0
前鎮區,Y,商業區,25.5,Y,15,0
左營區,Y,住宅區,12.7,Y,16.1,0
苓雅區,Y,住宅區,1,Y,25.9,360
新興區,Y,商業區,0.6,Y,22.7,0
鼓山區,Y,其他使用區,0.5,Y,25.3,205
三民區,Y,商業區,20.4,Y,15.7,0
鳳山區,Y,住宅區,24.9,Y,13.6,0
楠梓區,N,住宅區,25,Y,10,0
前鎮區,Y,特定專用區,21.6,Y,18,0
鼓山區,Y,其他使用區,15.3,Y,19.2,0
三民區,Y,商業區,0.8,Y,25.7,0
前鎮區,Y,其他使用區,18.3,Y,15.3,0
左營區,Y,商業區,1.8,Y,34.5,300
鳳山區,Y,住宅區,6.2,Y,17.2,0
左營區,Y,商業區,21.6,Y,15.6,0
鳳山區,N,住宅區,3.5,Y,18.7,140
三民區,Y,住宅區,25,Y,16.7,0
三民區,Y,住宅區,22.8,Y,35.1,0
苓雅區,Y,住宅區,0.7,Y,22.6,170
鳳山區,Y,住宅區,23.6,Y,14.9,0
左營區,N,住宅區,1.1,Y,21.9,0
楠梓區,N,商業區,7.3,Y,15.8,0
前鎮區,Y,商業區,14.5,Y,20.1,0
鳳山區,Y,商業區,7.3,Y,17.4,0
仁武區,Y,住宅區,5.2,Y,15.4,0
左營區,Y,住宅區,0.7,Y,27.4,0
鼓山區,Y,商業區,13.7,Y,22.4,0
苓雅區,Y,商業區,21.4,Y,17.9,80
鼓山區,Y,其他使用區,6.3,Y,24.2,180
苓雅區,N,特定專用區,23.4,Y,11.7,0
鳳山區,Y,住宅區,0.1,Y,20.4,0
前鎮區,Y,商業區,9.7,Y,25.6,0
三民區,Y,商業區,4.3,Y,24.1,0
岡山區,Y,住宅區,26.8,Y,11.6,0
苓雅區,Y,商業區,6,Y,22.4,100
前鎮區,Y,住宅區,0.9,Y,23.4,0
前鎮區,Y,商業區,31.8,Y,14.1,0
三民區,N,住宅區,4.8,Y,22.4,0
苓雅區,Y,其他,21.4,Y,16.4,0
橋頭區,Y,住宅區,0.5,Y,15.3,0
鳳山區,Y,住宅區,0,Y,18.6,170
前鎮區,Y,其他使用區,18.3,Y,17.1,0
左營區,Y,商業區,15.3,Y,20.3,0
三民區,N,商業區,27.3,Y,14.2,0
前金區,Y,商業區,5.2,Y,25.7,0
鳳山區,Y,住宅區,0,Y,18.1,160
左營區,Y,商業區,4.5,Y,23.7,0
左營區,Y,商業區,21.6,Y,12.2,0
鳳山區,Y,住宅區,0.1,Y,19,0
前金區,Y,商業區,24.6,Y,21.3,0
鳳山區,Y,住宅區,0.1,Y,20.2,0
三民區,Y,住宅區,0.3,Y,26.8,0
橋頭區,Y,商業區,1.8,Y,16.2,0
左營區,Y,商業區,25.4,Y,17.4,0
橋頭區,Y,住宅區,1.5,Y,18.1,0
三民區,Y,住宅區,0.3,Y,24.5,0
鼓山區,Y,其他使用區,0.5,Y,25.7,195
前鎮區,Y,住宅區,12.5,Y,24.1,0
仁武區,Y,商業區,0.3,Y,17.3,138
鼓山區,Y,其他使用區,1.8,Y,28.6,640
大寮區,Y,住宅區,26.6,Y,7.8,0
鳳山區,Y,住宅區,26.3,Y,14.7,0
三民區,Y,商業區,13.3,Y,20.3,0
鳳山區,Y,住宅區,25.8,Y,9.5,0
楠梓區,N,商業區,16.9,Y,12.9,0
左營區,N,住宅區,23.8,Y,14.2,0
鳳山區,Y,住宅區,0.1,Y,19.3,0
三民區,Y,商業區,27,Y,12.6,0
岡山區,Y,住宅區,25.4,Y,9.5,0
鳳山區,Y,住宅區,0.1,Y,20.2,0
左營區,Y,住宅區,21.8,Y,16.6,0
左營區,Y,商業區,6.8,Y,24.2,0
大社區,Y,住宅區,21.5,Y,10.5,0
三民區,Y,住宅區,6.1,Y,18.8,0
仁武區,Y,商業區,0.3,Y,17.9,138
鼓山區,Y,其他使用區,15.8,Y,27.1,0
左營區,Y,住宅區,18.1,Y,19.3,0
鼓山區,Y,住宅區,4.2,Y,40,220
楠梓區,Y,商業區,4.7,Y,18.1,0
三民區,Y,商業區,0.1,Y,19.4,0
鳳山區,Y,住宅區,8.4,Y,15.4,0
三民區,Y,住宅區,22.8,Y,19.8,0
左營區,Y,住宅區,27.8,Y,61.6,0
鼓山區,Y,商業區,15.9,Y,22.8,0
鳳山區,Y,住宅區,0.1,Y,19.1,0
左營區,Y,住宅區,13.8,Y,16.9,0
左營區,N,住宅區,1.1,Y,22.8,0
左營區,Y,商業區,15.3,Y,20.5,0
三民區,N,商業區,1.9,Y,19.7,0
左營區,Y,商業區,26.4,Y,34,0
左營區,Y,特定專用區,19,Y,19.9,0
前鎮區,Y,特定專用區,21.6,Y,17.1,0
左營區,N,住宅區,1.1,Y,26.9,0
左營區,N,住宅區,1.1,Y,26.4,0
三民區,Y,住宅區,0.3,Y,26.4,0
岡山區,Y,商業區,24.2,Y,15.6,0
楠梓區,N,住宅區,0,Y,16.7,125
鼓山區,Y,商業區,13.9,Y,28,0
楠梓區,Y,住宅區,6.9,Y,13.6,0
左營區,Y,住宅區,0.8,Y,18.6,0
苓雅區,Y,商業區,0.6,Y,25.1,225
前金區,Y,商業區,31.8,Y,14,0
新興區,Y,特定專用區,2.6,Y,30.9,180
鼓山區,Y,其他使用區,7.9,Y,23.3,0
小港區,Y,商業區,0.4,Y,17.3,0
三民區,Y,住宅區,24.3,Y,14.7,0
楠梓區,Y,商業區,2.3,Y,16,0
仁武區,Y,商業區,0.3,Y,17.7,138
三民區,Y,住宅區,19.4,Y,13.5,0
前鎮區,Y,特定專用區,3.3,Y,21.8,185
前鎮區,Y,商業區,13.7,Y,22.9,0
鼓山區,Y,其他使用區,6.3,Y,17.8,0
左營區,Y,商業區,1.8,Y,37.1,420
左營區,Y,商業區,1.8,Y,33.1,410
前金區,Y,特定專用區,13.5,Y,18.3,0
楠梓區,N,住宅區,25.7,Y,12.4,0
鼓山區,Y,其他使用區,3.6,Y,26.3,0
鳳山區,Y,住宅區,4.3,Y,19.1,0
三民區,Y,住宅區,14,Y,18.3,0
小港區,Y,商業區,28.3,Y,11.7,0
新興區,Y,商業區,13.4,Y,25.6,0
左營區,Y,商業區,0.3,Y,24.5,100
左營區,Y,特定專用區,19,Y,20.5,0
鼓山區,Y,其他使用區,0.5,Y,25.4,195
楠梓區,Y,住宅區,6.9,Y,14.2,0
鼓山區,Y,商業區,4.9,Y,45.1,420
楠梓區,N,住宅區,9.3,Y,17.6,0
前鎮區,Y,住宅區,0.9,Y,23.2,0
左營區,Y,商業區,5.8,Y,22,0
左營區,Y,住宅區,20.9,Y,14.8,0
楠梓區,N,住宅區,0,Y,17.2,155
鼓山區,Y,商業區,14.1,Y,22.1,0
苓雅區,Y,商業區,3.8,Y,29,0
三民區,Y,住宅區,26.3,Y,16.8,0
大寮區,N,住宅區,26.3,Y,8.8,0
三民區,N,住宅區,21.8,Y,14.9,0
三民區,Y,住宅區,0.5,Y,25.4,0
鼓山區,Y,其他使用區,0.6,Y,27.3,195
鼓山區,Y,其他使用區,14.4,Y,26.2,0
岡山區,Y,住宅區,14.4,Y,12.1,0
鼓山區,Y,其他使用區,0.6,Y,26.4,430
左營區,Y,住宅區,16.3,Y,22.8,0
左營區,Y,住宅區,13.3,Y,15.3,0
苓雅區,Y,住宅區,10.9,Y,26.3,0
仁武區,Y,住宅區,2.8,Y,21.4,160
左營區,Y,商業區,21.1,Y,16.1,0
前鎮區,Y,特定專用區,23.4,Y,14.3,0
仁武區,Y,商業區,0.3,Y,17.5,148
鳳山區,Y,商業區,25.2,Y,9.8,0
鼓山區,Y,商業區,14.2,Y,22.3,0
左營區,Y,住宅區,6.3,Y,26.7,390
鼓山區,Y,商業區,15.1,Y,17.3,0
仁武區,Y,住宅區,2.8,Y,21.4,160
鳳山區,Y,商業區,25.2,Y,10,0
楠梓區,N,住宅區,0.1,Y,17.8,155
仁武區,Y,商業區,0.3,Y,17.3,148
鼓山區,Y,商業區,7.9,Y,59.3,0
楠梓區,Y,住宅區,9.1,Y,16.7,0
苓雅區,Y,商業區,20.8,Y,19.4,0
新興區,Y,商業區,10.8,Y,22.4,0
鳳山區,N,住宅區,23.2,Y,12.9,0
岡山區,Y,商業區,24.3,Y,14.5,0
三民區,Y,住宅區,15.9,Y,18.3,0
前鎮區,Y,商業區,14.3,Y,19,0
苓雅區,Y,商業區,20.8,Y,19.6,0
岡山區,Y,商業區,24.3,Y,14.5,0
鼓山區,Y,其他使用區,0.6,Y,25.9,205
前鎮區,Y,特定專用區,22.5,Y,18.9,0
新興區,Y,商業區,26.5,Y,14.3,0
苓雅區,N,特定專用區,23.5,Y,17.1,0
岡山區,Y,商業區,24.3,Y,14.4,0
楠梓區,Y,住宅區,0.3,Y,16.6,0
鼓山區,Y,商業區,5,Y,51,440
左營區,N,住宅區,26.1,Y,15.6,0
岡山區,Y,商業區,24.3,Y,15,0
楠梓區,N,住宅區,8.2,Y,16.9,0
鳳山區,N,住宅區,23.8,Y,17.8,0
左營區,Y,住宅區,25,Y,13.2,0
三民區,Y,商業區,0.2,Y,25.8,195
新興區,Y,商業區,18.5,Y,18.1,0
苓雅區,Y,商業區,2.3,Y,28.6,400
前鎮區,Y,住宅區,6.7,Y,21.3,0
鼓山區,Y,其他使用區,12.5,Y,22.6,0
鼓山區,Y,其他使用區,17.1,Y,20.6,0
三民區,Y,商業區,0.9,Y,26.3,0
仁武區,Y,商業區,0.3,Y,16.7,138
仁武區,Y,商業區,0.3,Y,17.3,148
左營區,Y,住宅區,4.9,Y,22.9,0
三民區,Y,商業區,20.5,Y,13.7,0
左營區,Y,住宅區,0.2,Y,21.7,0
左營區,Y,住宅區,12.5,Y,19.8,0
左營區,Y,住宅區,7.9,Y,25.1,0
仁武區,Y,商業區,5.5,Y,17.9,0
新興區,Y,商業區,25.6,Y,9.5,0
楠梓區,N,住宅區,14.9,Y,16.3,0
三民區,Y,住宅區,0.6,Y,22.8,185
鼓山區,Y,商業區,2,Y,28,350
鳳山區,Y,住宅區,8.4,Y,14.9,0
前鎮區,Y,商業區,13.8,Y,23.6,0
新興區,Y,特定專用區,2.7,Y,32.7,270
小港區,Y,住宅區,4.8,Y,15.7,0
楠梓區,Y,住宅區,7,Y,14.3,0
鳳山區,Y,住宅區,4.2,Y,18.2,0
左營區,N,住宅區,20.5,Y,16.8,0
小港區,N,住宅區,25.8,Y,9.7,0
鼓山區,Y,其他使用區,1.8,Y,29.8,320
鹽埕區,Y,商業區,2.2,Y,25.7,0
三民區,Y,商業區,0.9,Y,25.5,0
三民區,Y,商業區,9.9,Y,18.8,0
三民區,N,住宅區,14.5,Y,15.1,0
橋頭區,Y,住宅區,1.6,Y,17.4,0
鼓山區,Y,商業區,25.3,Y,15.5,0
楠梓區,Y,住宅區,4.9,Y,18.3,0
小港區,Y,住宅區,4.9,Y,23.1,0
苓雅區,Y,商業區,0.7,Y,30.2,350
鼓山區,Y,其他使用區,1.8,Y,29.6,420
左營區,Y,住宅區,0.2,Y,20.5,115
三民區,Y,商業區,0.9,Y,24.5,200
楠梓區,N,住宅區,2.3,Y,16,0
鼓山區,Y,其他使用區,1.8,Y,31,300
鼓山區,Y,其他使用區,26.8,Y,12.4,0
楠梓區,N,住宅區,15.2,Y,14,0
鳳山區,Y,住宅區,5.8,Y,16.1,0
左營區,Y,商業區,25.9,Y,14.4,0
前鎮區,N,其他使用區,18.3,Y,17.2,0
新興區,Y,商業區,15.2,Y,18.3,0
苓雅區,Y,住宅區,4,Y,31.4,490
鳥松區,Y,住宅區,3.9,N,16.5,70
鼓山區,Y,特定專用區,14.6,Y,22.2,0
三民區,Y,住宅區,0.4,Y,26,0
橋頭區,Y,商業區,1.8,Y,16.3,0
鼓山區,Y,商業區,7.4,Y,21.7,0
鼓山區,Y,商業區,16,Y,22.7,0
三民區,N,住宅區,2.8,Y,26,300
楠梓區,N,住宅區,24,Y,12.1,0
三民區,Y,住宅區,27.5,Y,19.7,0
三民區,Y,住宅區,0.4,Y,26.8,0
大寮區,N,住宅區,27.9,Y,10.2,0
楠梓區,Y,特定專用區,3.4,Y,16.5,0
鼓山區,Y,其他使用區,3.3,Y,33.7,540
前鎮區,Y,特定專用區,3.3,Y,25.9,100
三民區,Y,住宅區,0.6,Y,26.8,0
鳳山區,Y,其他使用區,22.8,Y,17.1,0
鼓山區,Y,其他使用區,6.7,Y,26.9,0
左營區,Y,商業區,9.8,Y,21.1,0
三民區,Y,住宅區,0.6,Y,19.4,0
三民區,Y,住宅區,8.7,Y,20.7,90
三民區,Y,商業區,0.2,Y,25.8,195
前鎮區,Y,住宅區,22.9,Y,19.8,0
三民區,Y,住宅區,0.4,Y,26.8,0
苓雅區,N,特定專用區,23.5,Y,13.5,0
仁武區,Y,商業區,0.3,Y,18.6,138
鹽埕區,Y,商業區,0.4,Y,21.8,75
楠梓區,N,住宅區,5.4,Y,17,0
鼓山區,Y,其他使用區,8.3,Y,31,0
鳳山區,Y,住宅區,26.3,Y,12.9,0
鼓山區,Y,商業區,16,Y,22.3,0
楠梓區,Y,商業區,2.8,Y,17.5,0
三民區,Y,商業區,0.9,Y,25.3,130
三民區,N,住宅區,8.1,Y,25.3,0
楠梓區,N,住宅區,0.1,Y,16.5,125
鼓山區,Y,商業區,16.1,Y,25.2,0
鳳山區,Y,住宅區,7.3,Y,16.8,0
小港區,N,住宅區,12.6,Y,14.1,0
橋頭區,Y,住宅區,1.6,Y,15.2,0
橋頭區,Y,住宅區,0.6,Y,16.9,0
三民區,Y,住宅區,0.6,Y,24.2,0
大社區,N,住宅區,26.8,Y,10.1,0
左營區,Y,住宅區,25.5,Y,14.8,0
三民區,N,商業區,2,Y,18.1,0
楠梓區,Y,特定專用區,3.4,Y,15.9,0
楠梓區,N,住宅區,30.1,Y,10,0
左營區,Y,商業區,6.6,Y,23.4,0
仁武區,Y,商業區,0.3,Y,18.4,138
左營區,Y,商業區,17.2,Y,21.1,0
鼓山區,Y,商業區,7.4,Y,25.3,0
橋頭區,Y,商業區,1.8,Y,17.5,0
苓雅區,Y,商業區,13.4,Y,25.8,0
前鎮區,Y,商業區,13.4,Y,19.7,0
林園區,N,住宅區,25.8,Y,7.3,0
左營區,Y,住宅區,20.3,Y,26.5,160
橋頭區,Y,住宅區,0.6,Y,14.1,0
楠梓區,Y,住宅區,6,Y,15,130
三民區,Y,商業區,22.8,Y,21.5,0
楠梓區,N,住宅區,0.1,Y,15.6,125
三民區,Y,住宅區,27.8,Y,12.5,0
前金區,Y,商業區,0.8,Y,36.8,290
左營區,N,住宅區,13.5,Y,17.3,0
鼓山區,Y,其他使用區,0.6,Y,24.5,430
左營區,N,住宅區,20.7,Y,11.4,0
左營區,Y,住宅區,13.9,Y,16.6,0
新興區,Y,特定專用區,18.6,Y,20,760
苓雅區,Y,住宅區,0.8,Y,24.3,160
仁武區,Y,商業區,0.3,Y,18.3,148
苓雅區,Y,商業區,13.4,Y,22.9,0
三民區,Y,住宅區,14.1,Y,18.1,0
前鎮區,Y,特定專用區,3.3,Y,21.8,185
左營區,Y,住宅區,25.5,Y,25.4,0
鼓山區,Y,住宅區,4.7,Y,26.1,0
三民區,Y,住宅區,26,Y,13.9,0
鳳山區,Y,商業區,2.8,Y,19.8,0
岡山區,Y,商業區,24.3,N,14.3,0
鼓山區,Y,其他使用區,7.2,Y,27.8,0
左營區,Y,住宅區,24.2,Y,12.5,0
前鎮區,Y,商業區,10.8,Y,24.5,0
左營區,Y,商業區,1.2,Y,23,0
鳳山區,Y,住宅區,9.1,Y,22,0
楠梓區,Y,商業區,2.4,Y,16.5,0
楠梓區,N,住宅區,3.8,Y,12,0
鳳山區,Y,住宅區,6.7,Y,17.5,0
左營區,Y,住宅區,24.8,Y,16,0
楠梓區,Y,商業區,1.2,Y,16.6,0
岡山區,Y,住宅區,14.4,Y,13.3,0
鼓山區,Y,其他使用區,4.8,Y,31.4,0
鳳山區,Y,住宅區,19.3,Y,14.6,0
橋頭區,Y,住宅區,1.6,Y,19.2,0
楠梓區,Y,住宅區,0.3,Y,15.4,0
鼓山區,Y,其他使用區,12.3,Y,25.6,150
鳳山區,Y,住宅區,8.5,Y,16.4,0
橋頭區,Y,住宅區,1.6,Y,14.3,0
橋頭區,Y,住宅區,1.6,Y,15.3,0
鳳山區,Y,商業區,4.7,Y,16,0
鼓山區,Y,其他使用區,15.2,Y,24.1,0
鼓山區,Y,其他使用區,26.8,Y,14.7,0
前鎮區,Y,商業區,14.6,Y,20.2,0
鳳山區,Y,住宅區,26.1,Y,13.1,0
左營區,Y,住宅區,0.2,Y,23.6,165
鼓山區,Y,商業區,9,Y,23.1,0
三民區,Y,商業區,4.5,Y,21.2,0
新興區,Y,特定專用區,2.7,Y,29.8,135
左營區,Y,商業區,15.7,Y,21.5,0
苓雅區,Y,商業區,0.1,Y,52.6,300
岡山區,Y,住宅區,26.4,Y,12.3,0
三民區,Y,住宅區,11.5,Y,18.1,90
三民區,Y,商業區,0.9,Y,27.7,0
前鎮區,Y,商業區,14.3,Y,20.6,130
前金區,Y,商業區,8.1,Y,22.1,0
苓雅區,Y,商業區,16.6,Y,19.9,0
楠梓區,Y,住宅區,4.3,Y,20.5,0
鼓山區,Y,商業區,2,Y,28.2,360
鼓山區,Y,其他使用區,14,Y,20.8,0
左營區,Y,商業區,5.9,Y,24.4,0
楠梓區,Y,特定專用區,26,Y,8.3,0
楠梓區,N,商業區,7.4,Y,16.3,0
三民區,Y,住宅區,24.6,Y,13.8,0
左營區,Y,住宅區,7.9,Y,84.3,400
苓雅區,Y,商業區,0.7,Y,26.8,155
苓雅區,N,特定專用區,23.5,Y,15,0
鼓山區,Y,其他使用區,1.8,Y,31.4,300
前鎮區,Y,住宅區,0.6,Y,43,0
三民區,N,商業區,2,Y,23.5,0
鹽埕區,Y,商業區,0.4,Y,23.2,0
前鎮區,Y,住宅區,5.4,Y,23.9,155
三民區,Y,商業區,15.3,Y,18.7,0
